time,Druck1,Druckdifferenz H,Volumenstrom Q
460.5,43.13608067,47.94773053,2.830799786
460.6,43.02181689,47.81248757,2.93231384
460.7,43.05539441,47.93637786,2.890244953
460.8,43.08997424,47.89548384,2.831988689
460.9,42.95215608,47.79680975,2.805375545
461,42.89251841,47.66528004,2.769647476
461.1,42.84440734,47.72487911,2.849151576
461.2,43.0333435,47.81761809,2.87829495
461.3,42.94564104,47.79592327,2.838238053
461.4,43.0333435,47.84243492,2.94301397
461.5,42.81684371,47.57885991,2.914388836
461.6,42.81433792,47.69378632,2.871344438
461.7,42.70959612,47.51945507,2.85896765
461.8,42.90955774,47.74602442,2.800894294
461.9,42.98874054,47.85002404,2.785712913
462,42.93411443,47.69613063,2.904511793
462.1,42.95716765,47.85171081,2.90435937
462.2,43.08295804,47.91123772,2.844274024
462.3,43.00678219,47.85015664,3.041418585
462.4,42.72012042,47.49620802,2.755045304
462.5,42.93411443,47.81740048,2.858632318
462.6,42.88600337,47.67616236,2.881130027
462.7,42.89201725,47.76430202,2.869637295
462.8,42.69456142,47.54228521,2.956610147
462.9,42.70809265,47.57321381,2.887074544
463,42.92409129,47.71450613,2.798516488
463.1,42.8414004,47.64435157,3.057118206
463.2,42.913567,47.81271535,2.799095697
463.3,42.95015145,47.75821949,2.756203723
463.4,42.77023611,47.61923912,2.863265993
463.5,42.91206353,47.76311329,2.831775297
463.6,42.99325095,47.88293309,2.801747866
463.7,42.87197097,47.69308703,2.850675811
463.8,42.88199411,47.69492318,2.964810532
463.9,42.91056005,47.81354606,2.87478921
464,42.84390618,47.71977277,2.855035123
464.1,43.00327409,47.89551466,2.787237148
464.2,42.78877892,47.64520139,2.948470732
464.3,42.80732173,47.66707017,2.80034557
464.4,42.77173958,47.60692704,2.821623891
464.5,42.77825462,47.73292103,2.871588316
464.6,42.94062947,47.79961038,2.778853856
464.7,42.95365955,47.8727637,2.898902608
464.8,43.00828566,47.92176125,2.831135118
464.9,42.82085296,47.69671955,2.939995985
465,42.87848601,47.73772276,2.829275551
465.1,42.93160865,47.82768687,2.768580511
465.2,42.85292701,47.75309873,2.761629999
465.3,43.01179376,47.8774266,2.957006448
465.4,42.99224863,47.84943864,2.856803236
465.5,43.01580301,47.85866578,2.832354506
465.6,42.94163178,47.8064971,2.854333975
465.7,42.92459245,47.77538637,2.716908943
465.8,42.77224074,47.59003084,2.934996494
465.9,43.13157026,47.91737991,2.912864601
466,42.96618847,47.95053273,2.861772242
466.1,42.55123053,47.50385019,2.816532946
466.2,43.12154712,47.9697826,2.914175443
466.3,43.07343606,47.80500687,2.946214864
466.4,42.91557162,47.75331752,2.882806686
466.5,43.23330512,48.03344201,2.807539959
466.6,43.28542544,48.08121299,2.987247272
466.7,43.33353651,48.07175926,2.80793626
466.8,42.43095287,47.63404337,2.911005034
466.9,43.48739168,48.6441745,2.799339575
467,42.3176914,48.31850213,2.778152707
467.1,41.70828457,47.91402599,2.903902099
467.2,41.85863165,48.06462891,2.869820203
467.3,42.60836242,48.81205709,2.814581925
467.4,41.43314942,48.33990219,2.72797489
467.5,41.75088291,48.27207944,2.676669138
467.6,42.29263356,48.28602482,2.841103615
467.7,42.77825462,48.72252392,2.829275551
467.8,42.33022033,48.79334036,2.778213677
467.9,42.08816153,48.71502144,2.687582661
468,42.45400609,48.88923918,2.805223122
468.1,42.58480805,48.26300004,2.853998644
468.2,43.09298118,48.01029442,2.968346757
468.3,43.08396035,48.85732615,2.831135118
468.4,41.33241687,48.72962175,2.596220012
468.5,41.35597125,48.67872565,2.574210058
468.6,41.62609484,48.28340014,2.769068267
468.7,42.35126892,48.38815358,2.677919011
468.8,41.98392089,48.42350332,2.633258924
468.9,41.92478437,48.57518189,2.803698887
469,41.84309579,48.52649713,2.726176292
469.1,41.8801814,48.42517138,2.737089815
469.2,41.76942572,48.25147818,2.678162888
469.3,42.30065207,48.69188006,2.657067475
469.4,41.86264091,48.38946599,2.758886376
469.5,42.0280227,48.5261933,2.66468865
469.6,42.08114533,48.41839034,2.754283187
469.7,42.37582561,48.49202178,2.78549952
469.8,42.61287284,48.6397796,2.670053958
469.9,42.48958823,48.53670664,2.762514056
470,42.10419855,48.4851928,2.649781631
470.1,42.0069741,48.59238736,2.622863641
470.2,41.48025817,48.11965442,2.956030938
470.3,41.82755992,48.43548742,2.605975116
470.4,43.05539441,49.02524806,2.769616991
470.5,42.22798431,48.26307807,2.675266842
470.6,42.60435317,48.22549205,2.705934451
470.7,42.62690523,48.63001855,2.794370568
470.8,42.1979149,48.60040001,2.712061876
470.9,42.01649609,48.49291999,2.780530514
471,42.03503889,48.54651336,2.734102314
471.1,42.23099125,48.50862471,2.793974267
471.2,42.36480015,48.6429453,2.696971949
471.3,42.05859327,48.38611622,2.663133931
471.4,42.26757571,48.58435323,2.715750524
471.5,41.97590238,48.32696293,2.654445791
471.6,42.25554794,48.65956812,2.781871841
471.7,42.04506203,48.43066147,2.582227534
471.8,42.21495423,48.537872,2.709775523
471.9,42.07863955,48.50005708,2.635148975
472,42.06109905,48.3809467,2.618534813
472.1,42.37031288,48.54919072,2.810070189
472.2,42.84290387,48.71579281,2.752576043
472.3,42.32270297,48.25238919,2.665023982
472.4,42.46453038,48.4676437,2.831135118
472.5,42.02200881,48.45161334,2.755533059
472.6,42.05909443,48.59333897,2.586281999
472.7,41.84810736,48.36290779,2.559638371
472.8,42.24251786,48.44314241,2.733827952
472.9,42.3828418,48.36599932,2.59737843
473,42.54722128,48.30242218,2.781536509
473.1,42.50111484,48.44998932,2.720445168
473.2,42.39537073,48.3941347,2.779981789
473.3,42.13176218,48.30066212,2.776201687
473.4,41.93380519,48.34908248,2.68919835
473.5,41.79999629,48.22806576,2.708037895
473.6,41.8731652,48.29176846,2.7207805
473.7,42.02351228,48.50965824,2.731389176
473.8,42.01499262,48.31667537,2.636703695
473.9,41.81703563,48.25124534,2.784280132
474,41.81904026,48.42287425,2.601128049
474.1,41.79047431,48.3290682,2.748003338
474.2,41.4136043,48.15201201,2.707153839
474.3,41.86013512,48.32146426,2.712214299
474.4,41.99344287,48.2245128,2.762209209
474.5,42.05558633,48.04718668,2.893750694
474.6,42.34325041,48.54720092,2.63517946
474.7,42.23249472,48.44437639,2.575124599
474.8,42.14278763,48.46314696,2.743765965
474.9,42.04456087,48.22139197,2.848663821
475,42.22648084,48.30302126,2.827476954
475.1,42.07262566,48.28476317,2.725353205
475.2,41.82906339,48.08597352,2.726755502
475.3,41.91476123,48.3011282,2.638837624
475.4,42.0069741,48.37287359,2.626003565
475.5,42.08014302,48.3250285,2.792876818
475.6,41.99143824,48.19820303,2.717671061
475.7,41.96537808,48.32155551,2.659353828
475.8,41.74236324,48.15431457,2.725475144
475.9,41.91325776,48.26585338,2.73660206
476,41.93681213,48.4505892,2.809551949
476.1,41.74186209,48.1901432,2.809216618
476.2,41.84209347,48.43722879,2.585245519
476.3,41.84910967,48.34958287,2.690448223
476.4,41.76892456,48.31698466,2.777817376
476.5,41.7067811,48.26840091,2.857870201
476.6,41.63311103,48.41680305,2.769891353
476.7,41.33542382,48.23833893,2.557931227
476.8,41.37301059,48.15874935,2.671547708
476.9,41.58600228,48.33080608,2.760837397
477,41.60304162,48.20124705,2.646733161
477.1,41.66819202,48.24234816,2.804308581
477.2,41.65015037,48.25679864,2.73251711
477.3,41.75539332,48.4236999,2.650208417
477.4,41.56846179,48.22039437,2.736937392
477.5,41.69224755,48.37974239,2.760288673
477.6,41.73434473,48.42644476,2.727029864
477.7,41.60604856,48.28970575,2.613504837
477.8,41.83106802,48.52009792,2.712458177
477.9,41.49228594,48.20178332,2.698892485
478,42.22096812,48.7319309,2.623747697
478.1,41.82304951,48.45937564,2.694167356
478.2,42.03203195,48.5921167,2.852261016
478.3,41.85512355,48.44718875,2.871313954
478.4,42.30015091,48.87379537,2.692094396
478.5,41.62559368,48.30464568,2.770927833
478.6,41.88819991,48.53834159,2.709013406
478.7,41.85011199,48.43859537,2.748399639
478.8,42.02050534,48.61845494,2.675663143
478.9,42.11221706,48.77336001,2.696240316
479,41.86514669,48.44441971,2.732547595
479.1,42.2234739,48.75260158,2.786810363
479.2,41.78846968,48.40151405,2.644172447
479.3,42.20944151,48.76927041,2.689594651
479.4,42.16233275,48.70527598,2.679870031
479.5,42.1513073,48.75360624,2.676760592
479.6,42.19841605,48.75747743,2.715445677
479.7,42.03554005,48.68056486,2.725505629
479.8,41.96988849,48.65303399,2.662005997
479.9,41.85913281,48.51439136,2.754588034
480,41.84008885,48.46080852,2.676913015
480.1,41.86815363,48.44307731,2.66221939
480.2,41.96337345,48.50145565,2.693832024
480.3,41.90824619,48.51540615,2.630271423
480.4,41.76591762,48.39456844,2.65807347
480.5,41.94733643,48.55551977,2.536622421
480.6,42.10169277,48.66945282,2.723249761
480.7,42.27258728,48.80069158,2.74373548
480.8,42.10670433,48.62918008,2.780530514
480.9,41.74537019,48.42723647,2.832080144
481,42.22898663,48.81439989,2.646001529
481.1,41.87366636,48.51715611,2.641245915
481.2,42.35527817,48.83937738,2.792145185
481.3,42.29814628,48.80296882,2.814033201
481.4,42.22748316,48.77682247,2.653378826
481.5,42.09968814,48.72885065,2.722762006
481.6,42.05057476,48.65952563,2.679565184
481.7,42.36630363,48.86089242,2.79263294
481.8,41.87567099,48.49280885,2.695630622
481.9,41.92729015,48.52830987,2.677004469
482,41.80550902,48.41701832,2.756843901
482.1,42.05458401,48.67300109,2.824763815
482.2,41.86063628,48.46421443,2.756813417
482.3,42.46753733,48.99333904,2.670358805
482.4,42.28361273,48.7950872,2.709806008
482.5,42.31017405,48.82599786,2.723280246
482.6,42.18889407,48.80833452,2.699715572
482.7,42.17035127,48.7427165,2.798516488
482.8,42.35527817,48.97650953,2.55613263
482.9,42.14228648,48.74432957,2.591555853
483,42.17235589,48.7140199,2.688527686
483.1,42.34525503,48.95522928,2.683223349
483.2,42.07412913,48.67463716,2.680662634
483.3,42.44648874,48.89323478,2.744863414
483.4,42.09417541,48.6604004,2.747485098
483.5,42.22748316,48.78398609,2.70450167
483.6,42.31117636,48.90784674,2.60612754
483.7,42.39186263,48.88849817,2.819947233
483.8,42.54070624,49.00996652,2.708098865
483.9,42.4910917,48.92862738,2.674443755
484,42.50412178,49.05627538,2.775165207
484.1,42.40890197,48.91986475,2.66468865
484.2,42.19891721,48.70629818,2.549913751
484.3,42.42995056,48.82117855,2.778762401
484.4,42.12624945,48.53410728,2.902438833
484.5,42.27709769,48.80059681,2.698252306
484.6,42.24502365,48.70686447,2.784828857
484.7,42.24853175,48.72214137,2.556833778
484.8,42.3828418,48.83189045,2.775348115
484.9,42.24101439,48.64554625,2.792236639
485,42.30416017,48.76625683,2.738766474
485.1,42.36981172,48.7538761,2.645483289
485.2,42.51614955,48.91965804,2.642922574
485.3,42.07463029,48.36812605,2.555553421
485.4,42.20142299,48.57218351,2.656610205
485.5,42.37181635,48.76611447,2.575764777
485.6,42.10319624,48.55377994,2.58978774
485.7,42.44949568,48.84865482,2.559760309
485.8,42.29012777,48.67547137,2.788700414
485.9,41.96838502,48.43201675,2.64587959
486,42.11221706,48.62445906,2.664139926
486.1,42.06360484,48.56203129,2.697246311
486.2,42.33974231,48.72099241,2.690570161
486.3,42.56826987,48.83873971,2.740534586
486.4,42.50462294,48.69092024,2.603566825
486.5,42.0826488,48.64529198,2.714531136
486.6,41.69425218,48.42498458,2.730108819
486.7,40.85882357,47.69752196,2.706117359
486.8,41.07081295,47.8158726,2.709196314
486.9,41.19259409,47.72683864,2.896860133
487,41.2587468,47.71009804,2.847444433
487.1,41.25273292,47.76650998,2.868875178
487.2,41.14348071,47.74450043,2.771689951
487.3,40.82674953,47.4791938,2.749527573
487.4,41.23719706,47.87864006,2.89411651
487.5,41.07632568,47.67939215,2.849364969
487.6,41.27528498,47.89191116,2.924479272
487.7,41.11441361,47.7046879,2.810923761
487.8,40.98160702,47.57495143,2.830464454
487.9,41.20161491,47.88987729,2.844426447
488,41.18708136,47.74793364,2.906676207
488.1,40.95654917,47.65581282,2.768153726
488.2,40.94101331,47.55201092,2.918412817
488.3,41.0738199,47.73086935,2.904999548
488.4,41.01117528,47.8265919,2.805680392
488.5,41.10789857,47.85091146,3.03891884
488.6,40.95003413,47.77235853,2.828117132
488.7,41.25373524,47.82763553,2.956457724
488.8,41.2006126,47.8261933,2.863144054
488.9,41.05076668,47.69911745,2.933014989
489,41.05076668,47.78354583,2.985966914
489.1,40.95654917,47.83439162,2.826531928
489.2,41.07331874,47.87261722,2.854059613
489.3,40.93800637,47.57126237,2.840158589
489.4,40.98611743,47.50475552,3.038553023
489.5,41.03723544,47.60397212,2.955543183
489.6,41.2006126,47.95411508,2.830373
489.7,41.24421325,47.99387808,2.80132108
489.8,41.20311838,47.82025625,2.951915503
489.9,41.24972598,47.81799772,2.968163849
490,41.11341129,47.73208422,2.906737176
490.1,41.04475279,47.80183708,2.812844297
490.2,41.15851542,47.83475314,2.993892936
490.3,41.1249379,47.81499118,2.898292914
490.4,41.0527713,47.65558193,2.812143149
490.5,40.99914751,47.7027605,2.766446582
490.6,41.17204665,47.78176505,2.847718795
490.7,41.23819937,47.91725137,2.972949947
490.8,41.05427478,47.68215807,2.941550705
490.9,41.28881622,47.93128259,2.903871614
491,41.08334188,47.75164845,3.022944857
491.1,41.13696567,47.82266961,2.946397772
491.2,41.08684998,47.76411107,2.890763193
491.3,41.00967181,47.69972508,2.998343703
491.4,41.14999575,47.81855817,2.880703242
491.5,41.04224701,47.72718341,2.948501217
491.6,40.91846125,47.62667942,2.863692778
491.7,41.09286386,47.77242755,2.897195465
491.8,40.99614057,47.70333537,2.906706692
491.9,40.97509198,47.70608023,2.921004016
492,41.00415908,47.68935133,2.956579662
492.1,40.87285597,47.52120674,2.879148522
492.2,40.96005727,47.64652874,2.942892032
492.3,40.76861532,47.43206087,2.881587298
492.4,40.7525783,47.44595754,2.912254907
492.5,40.79668011,47.48545417,2.841256039
492.6,40.84178424,47.50983497,2.931917539
492.7,40.93249364,47.63354819,2.986058368
492.8,40.98661859,47.68690561,2.982217296
492.9,40.84078192,47.49373788,3.007306205
493,40.78966392,47.50044052,2.955878514
493.1,40.70597071,47.33897087,2.785834852
493.2,40.89440571,47.54761752,2.887409876
493.3,40.8212368,47.44809672,2.912864601
493.4,40.58569304,47.18722445,2.925149936
493.5,40.8503039,47.47076773,2.837689328
493.6,40.62027287,47.26683274,2.955207851
493.7,40.86834555,47.54995599,2.882075053
493.8,40.95253992,47.58579592,2.830769301
493.9,41.00866949,47.69693187,2.902987558
494,40.83025763,47.55075629,2.858083593
494.1,40.81722755,47.3808941,3.046082745
494.2,41.17204665,47.62211867,2.760410611
494.3,41.3018463,47.50272669,3.080499972
494.4,41.22667276,47.43292586,2.808789832
494.5,41.04775974,47.37425931,3.020353657
494.6,40.60523816,47.12234119,2.969749053
494.7,40.3767106,47.0498782,3.155827668
494.8,40.31356483,47.06220628,2.908657712
494.9,40.34162962,47.17572282,2.97258413
495,40.08654074,46.97231434,3.018433121
495.1,40.30955557,47.08403723,2.993740513
495.2,40.55161437,47.16670549,2.949080426
495.3,40.38773606,46.85392622,2.924387818
495.4,40.59872312,46.98611347,3.056081726
495.5,40.49748942,46.94577053,3.081780329
495.6,40.41179159,47.1084968,2.983924439
495.7,40.14066569,46.99087703,2.88594661
495.8,40.29301739,47.10741064,2.982613597
495.9,40.21533807,46.93532504,2.771964313
496,40.23337972,46.91678106,2.891403372
496.1,40.07701876,46.82463683,2.901554777
496.2,40.30704979,47.10762748,2.955756575
496.3,40.39826035,47.1192707,3.025840903
496.4,40.33310995,47.07535531,3.078396528
496.5,40.49949405,47.21487584,2.972797523
496.6,40.32609375,47.09494685,2.929997003
496.7,40.45288646,47.13731117,3.160552797
496.8,40.23688782,47.0361863,2.877380409
496.9,40.42983324,47.09123203,3.009592557
497,40.27146765,47.04083243,3.074220124
497.1,40.21082766,47.09327529,2.94865364
497.2,39.98079663,46.92592593,3.071202138
497.3,40.25242368,47.2169971,2.88542837
497.4,40.22586237,47.01671801,2.970511171
497.5,39.98280125,46.94609545,2.92420491
497.6,40.24139823,47.1246134,2.934600193
497.7,40.01287067,46.81549511,3.093486455
497.8,40.48746628,47.31490755,3.035535038
497.9,40.25994104,47.11782769,2.978193315
498,40.1381599,46.97250895,2.976242295
498.1,40.36768978,47.23990367,2.970023416
498.2,40.19128254,46.97318365,3.039223687
498.3,40.15670271,47.01663611,2.919296873
498.4,41.07782915,47.33064578,2.943562695
498.5,40.93199248,47.044351,3.102052656
498.6,40.28499888,47.17281923,3.053612466
498.7,39.60693355,46.93710742,2.952433743
498.8,39.67910015,47.09651667,2.930057973
498.9,39.95724225,47.13672426,2.898811154
499,40.09957082,47.00504437,2.910273402
499.1,40.46541538,47.29746183,2.955878514
499.2,40.02289381,47.13457727,3.050411572
499.3,40.06900025,47.09241768,3.000264239
499.4,40.4092858,47.35441511,3.018006335
499.5,40.36317937,47.18755051,3.07711617
499.6,40.34313309,47.16801592,2.944172389
499.7,40.31306367,47.21904891,2.95377507
499.8,40.25192253,47.2361959,2.899451333
499.9,40.38222333,47.3941278,2.918199424
500,40.16522238,47.19094241,2.971120865
500.1,40.10758933,47.14661322,2.90021345
500.2,40.13415065,47.27116262,2.940941011
500.3,40.33210764,47.44609369,2.856986144
500.4,40.31356483,47.46413652,2.954689611
500.5,39.89159069,47.08156229,2.967035915
500.6,40.47343389,47.30394528,3.024103275
500.7,40.32609375,47.30883206,2.82680629
500.8,39.99933943,47.19212531,2.997886432
500.9,39.94320986,47.0436362,2.792846333
501,40.05647132,47.24362864,2.990326226
501.1,40.06900025,47.24208617,2.923839094
501.2,39.94721911,47.16072831,2.907621233
501.3,40.01537645,47.27212322,2.892317913
501.4,40.1742432,47.2268268,2.891372887
501.5,40.1055847,47.21266298,2.876252475
501.6,39.84448194,47.07283007,2.870612806
501.7,39.92516821,47.1985448,2.857870201
501.8,39.96927002,47.19582724,2.958439229
501.9,40.04344124,47.22829597,3.069312087
502,40.10358007,47.25466345,2.874484363
502.1,40.12162172,47.31875694,2.854577853
502.2,40.21433576,47.38818921,2.862869692
502.3,40.19629411,47.29595292,2.864942651
502.4,39.74575402,46.89120884,2.897805159
502.5,40.00685679,47.15256744,2.824946723
502.6,40.0369262,47.22178093,2.909541769
502.7,40.03391926,47.15506894,2.893537301
502.8,40.03091232,47.25184098,2.929478763
502.9,40.01437414,47.20920676,2.953561677
503,40.06198405,47.24223359,2.940941011
503.1,40.18276287,47.3177281,2.904633732
503.2,39.79637087,46.95512955,2.97926028
503.3,40.20280915,47.42245859,2.877929134
503.4,40.17624783,47.31658577,2.901646231
503.5,39.6901256,46.92205554,3.032212206
503.6,40.02840653,47.390305,2.870521351
503.7,39.97829084,47.17414684,2.909175952
503.8,40.0078591,47.28046816,2.895244444
503.9,40.02239265,47.22157461,3.001514112
504,39.96977117,47.23470493,2.88750133
504.1,40.11761247,47.39508256,2.961091398
504.2,40.18276287,47.38373574,2.973834003
504.3,39.96726539,47.25394585,2.961182852
504.4,40.09305578,47.36438563,2.994441661
504.5,40.1451761,47.41573842,2.927314349
504.6,39.94170639,47.19922068,3.034376619
504.7,40.03893083,47.32663466,2.987338726
504.8,40.04995628,47.31668095,2.926033992
504.9,39.91063466,47.1742892,2.851925684
505,40.05196091,47.3452933,2.911462305
505.1,40.05045744,47.29441203,2.946855043
505.2,40.16422006,47.46701867,2.972004921
505.3,40.08253148,47.32034582,3.039528534
505.4,39.90111267,47.17883861,2.904542278
505.5,39.95573878,47.19534402,3.009562073
505.6,40.02790538,47.29488588,2.834640858
505.7,39.94371101,47.1636163,3.066964765
505.8,40.03141348,47.28201999,2.969992931
505.9,40.03041116,47.33781495,2.87174074
506,40.03141348,47.27536806,2.979961428
506.1,39.8018836,47.06656151,2.949933998
506.2,40.07701876,47.39593551,2.90079266
506.3,40.13164486,47.36894752,2.930027488
506.4,39.87605483,47.16427035,2.899786664
506.5,40.06849909,47.35952889,2.98029676
506.6,39.95072721,47.20082204,2.90740784
506.7,39.94070407,47.19412487,3.030870879
506.8,40.08904652,47.31330115,3.094675358
506.9,40.07451297,47.42259589,2.943105425
507,40.07501413,47.37064911,2.900304904
507.1,40.12863792,47.35289255,2.994411176
507.2,40.0509586,47.29772746,2.911187943
507.3,40.10458239,47.41019527,3.103576891
507.4,40.19930105,47.4366037,2.973315763
507.5,40.0078591,47.30937849,3.028828404
507.6,39.97127464,47.25693173,2.920455292
507.7,40.03542273,47.28270328,2.868844693
507.8,40.06499099,47.37904671,3.010141282
507.9,39.8961011,47.19403868,2.814642895
508,40.11109743,47.36068057,2.919479781
508.1,39.98781282,47.26272448,2.808058199
508.2,39.96024919,47.25511665,2.951854534
508.3,40.05847595,47.355646,2.903871614
508.4,40.10358007,47.41814748,2.834579889
508.5,40.03492157,47.31290335,2.968651604
508.6,40.07401182,47.32257159,2.978803009
508.7,40.13314833,47.44106381,2.967798032
508.8,39.90913118,47.18250778,2.972187829
508.9,40.09355694,47.36667769,2.849273515
509,39.87805945,47.20772163,3.03529116
509.1,39.98280125,47.26692328,2.886068549
509.2,40.04895397,47.34996167,2.930881059
509.3,39.99132092,47.31484285,2.834366496
509.4,40.01888455,47.26079239,2.897957582
509.5,40.11059627,47.47351811,3.099583395
509.6,40.15920849,47.45100583,2.898170975
509.7,40.04995628,47.33382246,2.938410781
509.8,39.61695669,46.94661887,2.876953623
509.9,40.07902338,47.3495857,2.932130932
510,39.96977117,47.26259188,2.978315254
510.1,39.93418903,47.27689923,2.865796223
510.2,39.88206871,47.25036327,2.941398281
510.3,40.02991001,47.25237373,2.983436684
510.4,39.78033385,47.10718175,2.931033483
510.5,40.01186836,47.35867205,2.989716532
510.6,40.04895397,47.38731483,2.924174425
510.7,40.04243893,47.33960897,3.004257735
510.8,40.02840653,47.33069345,3.019256208
510.9,40.20080452,47.55656274,2.955634637
511,39.93869944,47.25787204,3.122629829
511.1,40.05246207,47.36447104,2.944263843
511.2,39.92366474,47.21904388,2.912163453
511.3,40.09656388,47.44490264,2.903566767
511.4,39.92015664,47.28000836,2.841682824
511.5,40.19980221,47.52972023,2.907468809
511.6,40.03542273,47.34947845,2.930789605
511.7,39.93017978,47.27672763,2.920241899
511.8,40.00284753,47.33046296,2.968255303
511.9,40.07551529,47.45046178,2.935911035
512,39.98280125,47.27255184,2.951488717
512.1,40.00134406,47.31360888,2.936124428
512.2,39.92717283,47.27627912,2.898933093
512.3,39.91263928,47.26635076,3.018463605
512.4,39.9973348,47.35027875,2.869942142
512.5,39.89660226,47.23470728,3.024652
512.6,40.07751991,47.44427941,2.995904927
512.7,39.89309416,47.21866284,2.991332222
512.8,39.8309507,47.15626354,3.040138228
512.9,40.0078591,47.35798876,2.970937957
513,40.03291695,47.38099986,2.86960681
513.1,39.94320986,47.31278363,2.851986653
513.2,39.96977117,47.25696332,2.94865364
513.3,39.89760457,47.27741209,2.956061422
513.4,39.9973348,47.33876579,2.984595103
513.5,40.16321775,47.51820844,2.963408235
513.6,39.92216126,47.25949875,2.968956451
513.7,39.91063466,47.29990838,2.892988576
513.8,39.98280125,47.36209708,2.950787569
513.9,39.84949351,47.20064655,2.836835757
514,40.11661015,47.49258002,2.920028506
514.1,40.05546901,47.39792337,2.913657203
514.2,39.92015664,47.30968621,2.882776201
514.3,40.02439728,47.34663999,3.045655959
514.4,39.90963234,47.24006205,2.887714723
514.5,40.00986373,47.37329726,2.988100843
514.6,39.92266242,47.26793106,2.997368192
514.7,39.91314044,47.29959989,2.891220463
514.8,40.09155231,47.39230416,2.965359256
514.9,39.85049582,47.24872408,2.875673266
515,39.91915432,47.3245462,2.926674171
515.1,39.71969386,47.05524044,2.905151972
515.2,39.9823001,47.34982712,2.891738703
515.3,39.86553053,47.20670567,2.884208982
515.4,40.06248521,47.38882142,2.906066513
515.5,40.01186836,47.35253181,2.826897744
515.6,39.86903863,47.22351763,2.925790114
515.7,39.96024919,47.32086844,2.96551168
515.8,39.91414275,47.31672035,3.22347322
515.9,39.85350276,47.19544543,2.971273288
516,39.8344588,47.19021702,2.84360336
516.1,40.08102801,47.39789801,3.004166281
516.2,40.02840653,47.39004916,2.932222386
516.3,39.74475171,47.15167864,2.855309486
516.4,40.00886141,47.32982491,3.089127142
516.5,39.87906177,47.24710048,2.880124032
516.6,40.06649446,47.39052808,2.986180307
516.7,39.71819039,47.15249259,2.922406313
516.8,39.61394975,47.04364676,2.89561026
516.9,39.62597752,47.05439531,2.9782238
517,39.58488265,47.02737184,2.857809231
517.1,39.54930051,47.01481562,3.159790679
517.2,39.46360267,46.94421255,3.07303122
517.3,39.3538493,46.80887483,3.067513489
517.4,39.25712601,46.73313071,3.024652
517.5,39.45558416,46.85406826,2.985570613
517.6,39.51371836,46.97079064,3.121867711
517.7,39.55230745,47.0139849,3.152382897
517.8,39.39945458,46.8608762,2.992978395
517.9,39.37439674,46.78848729,3.135555342
518,39.52424266,47.0222499,3.057880324
518.1,39.40697194,46.8128755,2.879422884
518.2,39.58337918,47.00360998,3.111899214
518.3,39.52223803,47.02664136,2.928869069
518.4,39.69664064,47.21153356,3.002001867
518.5,39.53326348,47.01592011,3.186038007
518.6,39.47011771,46.97042755,2.994959901
518.7,39.53125886,46.97732986,3.137201516
518.8,39.68060362,47.14279277,2.960603643
518.9,39.58538381,47.0813443,3.141774221
519,39.59741157,47.01278134,3.003617556
519.1,39.48465126,46.93046642,3.212498727
519.2,39.46660961,46.90244687,3.044985295
519.3,39.65354115,47.16254966,2.98483898
519.4,39.43704135,46.93581613,3.221339291
519.5,39.62046479,47.07856044,3.076963747
519.6,39.35585393,46.83313784,2.883660258
519.7,39.60893818,47.08443119,3.036083763
519.8,39.38943145,46.84650372,3.110649341
519.9,39.54879935,47.08108963,2.962829026
520,39.46159804,46.95653516,3.148724733
520.1,39.63399603,47.11179163,3.069068209
520.2,39.55882249,47.02919863,3.08022561
520.3,39.4620992,46.8864235,3.131592331
520.4,39.69563833,47.21897409,3.109521407
520.5,39.60543008,47.10932173,3.000050846
520.6,39.32077295,46.79473089,3.017122279
520.7,39.51872993,47.04411244,3.280906396
520.8,39.60743471,47.0798576,2.940666648
520.9,39.54980166,47.00073369,3.099522425
521,39.47462812,46.97289121,3.046204683
521.1,39.55230745,47.04008095,3.156925117
521.2,39.40947772,46.85913053,3.247220802
521.3,39.38041062,46.89146588,3.070226628
521.4,39.53476696,46.97955874,3.102692834
521.5,39.54228431,47.01956822,3.10564985
521.6,39.6249752,47.07718645,3.130494882
521.7,39.48615473,47.0089788,3.0959862
521.8,39.5202334,46.9821667,2.997794978
521.9,39.68962445,47.19786543,3.262249759
522,39.4330321,46.90519914,3.065623438
522.1,39.75277022,47.21444768,3.119276512
522.2,39.429524,46.94083511,3.043674453
522.3,39.52825192,47.00988517,3.208992987
522.4,39.36186781,46.91743986,2.891342402
522.5,39.60242314,47.11654853,3.174027035
522.6,39.47713391,46.99074761,3.174758668
522.7,39.44155177,46.90936947,3.03690685
522.8,39.56734216,47.10347009,3.090285561
522.9,39.35585393,46.8269976,2.992886941
523,39.4911663,46.98559173,3.273529099
523.1,39.5087068,46.95963882,2.986485154
523.2,39.52975539,47.11961047,3.165674227
523.3,39.52073456,46.9929016,3.168692212
523.4,39.51973225,47.02387973,3.066111193
523.5,39.42651706,46.9662268,3.191007013
523.6,39.61445091,47.09761922,3.096900741
523.7,39.51772762,47.00115178,3.097510435
523.8,39.35936203,46.89446659,3.131409423
523.9,39.6249752,47.11965648,3.240879984
524,39.54228431,47.09529792,2.969627114
524.1,39.66055735,47.17442689,3.237801029
524.2,39.53476696,46.99823532,3.051661445
524.3,39.56383406,47.09561265,3.15610203
524.4,39.46310151,47.01534759,3.133512867
524.5,39.61094281,47.15704864,3.081963238
